PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,Mr,Unknown,1,Solo,0,SOTON/OQ,Low,Migrant,1,Unknown,Mr,1,Simmons,Southampton,24.150000000000002,Mr_Unknown,,8.05
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,Miss,Unknown,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Unknown,Miss,1,Meanwell,Southampton,24.150000000000002,Miss_Unknown,,8.05
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,,S,Mr,Unknown,3,Small,1,A/4,Employee,Migrant,2,Adult,Mr,0,Davies,Southampton,72.44999999999999,Mr_Adult,72.0,12.075
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Stoytcheff,Southampton,23.6874,Mr_Teen,57.0,7.8958
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,,S,Mrs,Unknown,5,Large,2,None,Low,Low-Class Passenger,4,Adult,Mrs,0,Palsson,Southampton,63.224999999999994,Mrs_Adult,87.0,5.26875
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Doharr,Cherbourg,21.6876,Mr_Unknown,,7.2292
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jonsson,Southampton,23.5626,Mr_Adult,96.0,7.8542
571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,,S,Mr,Unknown,1,Solo,0,S.W./PP,Middle,Middle-Class Passenger,1,Senior,Mr,1,Harris,Southampton,21.0,Mr_Senior,124.0,10.5
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,C101,S,Mrs,C,3,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Appleton,Southampton,51.4792,Mrs_Adult,53.0,51.4792
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,S,Mr,E,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mr,1,Flynn,Southampton,26.3875,Mr_Adult,36.0,26.3875
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Kelly,Queenstown,23.25,Miss_Unknown,,7.75
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,,S,Mr,Unknown,1,Solo,0,A/4.,Low,Migrant,1,Teen,Mr,1,Rush,Southampton,24.150000000000002,Mr_Teen,48.0,8.05
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Teen,Mr,1,Patchett,Southampton,43.5,Mr_Teen,57.0,7.25
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Garside,Southampton,26.0,Miss_Adult,68.0,13.0
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,S,Mrs,E,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Silvey,Southampton,55.9,Mrs_Adult,39.0,27.95
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Unknown,Mrs,0,Caram,Cherbourg,43.3749,Mrs_Unknown,,14.4583
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Jussila,Southampton,23.775,Mr_Adult,96.0,7.925
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,,S,Miss,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Miss,0,Christy,Southampton,60.0,Miss_Adult,50.0,30.0
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C68,C,Mrs,C,3,Small,1,None,Wealthy,Wealthy Passenger,4,Adult,Mrs,0,Thayer,Cherbourg,110.8833,Mrs_Adult,39.0,27.720825
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Mr,1,Downton,Southampton,52.0,Mr_Adult,108.0,13.0
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,A10,C,Mr,A,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Ross,Cherbourg,40.125,Mr_Adult,36.0,40.125
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Paulner,Cherbourg,26.137500000000003,Mr_Unknown,,8.7125
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,S,Miss,E,3,Small,1,None,Middle,Middle-Class Passenger,3,Teen,Miss,0,Taussig,Southampton,79.65,Miss_Teen,18.0,26.55
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Jarvis,Southampton,30.0,Mr_Adult,94.0,15.0
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,B41,C,Mr,B,3,Small,1,None,Middle,Middle-Class Passenger,1,Senior,Mr,0,Frolicher-Stehli,Cherbourg,79.2,Mr_Senior,60.0,79.2
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Gilinski,Southampton,24.150000000000002,Mr_Adult,66.0,8.05
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S,Mr,Unknown,1,Solo,0,A./5.,Low,Migrant,1,Unknown,Mr,1,Murdlin,Southampton,24.150000000000002,Mr_Unknown,,8.05
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Rintamaki,Southampton,21.375,Mr_Adult,105.0,7.125
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,D20,C,Mrs,D,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Stephenson,Cherbourg,78.2667,Mrs_Adult,52.0,39.13335
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Adult,Mr,1,Elsbury,Southampton,21.75,Mr_Adult,141.0,7.25
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q,Miss,Unknown,3,Small,1,None,Low,Migrant,1,Unknown,Miss,0,Bourke,Queenstown,23.25,Miss_Unknown,,7.75
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S,Mr,Unknown,2,Small,1,SC/AH,Middle,Migrant,1,Adult,Mr,0,Chapman,Southampton,52.0,Mr_Adult,74.0,26.0
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Adult,Mr,0,Van Impe,Southampton,72.44999999999999,Mr_Adult,108.0,8.049999999999999
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,3,Unknown,Miss,1,Leitch,Southampton,66.0,Miss_Unknown,,11.0
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,,S,Mr,Unknown,1,Solo,0,LINE,Employee,Migrant,4,Adult,Mr,1,Johnson,Southampton,0.0,Mr_Adult,147.0,0.0
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Boulos,Cherbourg,21.674999999999997,Mr_Unknown,,7.225
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C,Mr,A,2,Small,1,PC,Middle,Middle-Class Passenger,2,Adult,Mr,0,Duff Gordon,Cherbourg,56.9292,Mr_Adult,49.0,28.4646
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,,S,Mrs,Unknown,4,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Jacobsohn,Southampton,54.0,Mrs_Adult,48.0,13.5
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Slabenoff,Southampton,23.6874,Mr_Unknown,,7.8958
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Harrington,Southampton,42.4,Mr_Unknown,,42.4
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Torber,Southampton,24.150000000000002,Mr_Adult,132.0,8.05
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,,C,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Homer,Cherbourg,26.55,Mr_Adult,35.0,26.55
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Adult,Mr,0,Lindell,Southampton,46.650000000000006,Mr_Adult,108.0,15.55
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Karaic,Southampton,23.6874,Mr_Adult,90.0,7.8958
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Daniel,Southampton,30.5,Mr_Adult,27.0,30.5
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,,C,Mrs,Unknown,4,Small,1,SC/Paris,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Laroche,Cherbourg,83.1584,Mrs_Adult,44.0,13.859733333333333
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,153.4625,C125,S,Miss,C,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Miss,1,Shutes,Southampton,153.4625,Miss_Adult,40.0,51.15416666666667
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,,S,Mrs,Unknown,7,Large,2,None,Low,Low-Class Passenger,7,Adult,Mrs,0,Andersson,Southampton,93.82499999999999,Mrs_Adult,117.0,4.4678571428571425
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,Mr,Unknown,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Unknown,Mr,1,Jardin,Southampton,21.15,Mr_Unknown,,7.05
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Miss,0,Murphy,Queenstown,46.5,Miss_Unknown,,7.75
614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Horgan,Queenstown,23.25,Mr_Unknown,,7.75
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Brocklebank,Southampton,24.150000000000002,Mr_Adult,105.0,8.05
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,,S,Miss,Unknown,4,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Miss,0,Herman,Southampton,130.0,Miss_Adult,48.0,32.5
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mr,0,Danbom,Southampton,43.2,Mr_Adult,102.0,7.2
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,,S,Mrs,Unknown,2,Small,1,A/5.,Low,Low-Class Passenger,2,Adult,Mrs,0,Lobb,Southampton,48.300000000000004,Mrs_Adult,78.0,8.05
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,F4,S,Miss,F,4,Small,1,None,Middle,Middle-Class Passenger,2,Child,Miss,0,Becker,Southampton,78.0,Miss_Child,8.0,19.5
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Gavey,Southampton,21.0,Mr_Adult,52.0,10.5
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,,C,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Adult,Mr,0,Yasbeck,Cherbourg,43.3626,Mr_Adult,81.0,7.2271
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S,Mr,D,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Kimball,Southampton,52.5542,Mr_Adult,42.0,52.5542
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,,C,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mr,0,Nakid,Cherbourg,47.2251,Mr_Adult,60.0,7.87085
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Hansen,Southampton,23.5626,Mr_Adult,63.0,7.8542
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Adult,Mr,1,Bowen,Southampton,48.300000000000004,Mr_Adult,63.0,8.05
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,S,Mr,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Sutton,Southampton,32.3208,Mr_Senior,61.0,32.3208
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,,Q,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Kirkland,Queenstown,24.7,Mr_Adult,114.0,12.35
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,77.9583,D9,S,Miss,D,1,Solo,0,None,Middle,Middle-Class Passenger,3,Adult,Miss,1,Longley,Southampton,77.9583,Miss_Adult,21.0,25.986099999999997
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Bostandyeff,Southampton,23.6874,Mr_Adult,78.0,7.8958
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,O'Connell,Queenstown,23.1999,Mr_Unknown,,7.7333
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,S,Mr,A,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Barkworth,Southampton,30.0,Mr_Senior,80.0,30.0
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Lundahl,Southampton,21.162599999999998,Mr_Adult,153.0,7.0542
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,C,Mrs,B,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Stahelin-Maeglin,Cherbourg,30.5,Mrs_Adult,32.0,30.5
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,1,Unknown,Mr,1,Parr,Southampton,0.0,Mr_Unknown,,0.0
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,,S,Miss,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Child,Miss,0,Skoog,Southampton,83.69999999999999,Miss_Child,27.0,4.6499999999999995
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Davis,Southampton,26.0,Miss_Adult,56.0,13.0
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Leinonen,Southampton,23.775,Mr_Adult,96.0,7.925
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,,S,Mr,Unknown,3,Small,1,C.A.,Middle,Middle-Class Passenger,3,Adult,Mr,0,Collyer,Southampton,52.5,Mr_Adult,62.0,8.75
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,,S,Mrs,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Adult,Mrs,0,Panula,Southampton,119.0625,Mrs_Adult,123.0,6.614583333333333
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Mr,0,Thorneycroft,Southampton,48.300000000000004,Mr_Unknown,,8.05
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jensen,Southampton,23.5626,Mr_Adult,60.0,7.8542
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,69.3,B35,C,Miss,B,1,Solo,0,PC,Middle,Middle-Class Passenger,2,Adult,Miss,1,Sagesser,Cherbourg,69.3,Miss_Adult,24.0,34.65
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,,S,Miss,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Child,Miss,0,Skoog,Southampton,83.69999999999999,Miss_Child,6.0,4.6499999999999995
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,7,Unknown,Mr,1,Foo,Southampton,169.4874,Mr_Unknown,,8.070828571428573
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,Miss,Unknown,4,Small,1,None,Low,Low-Class Passenger,4,Child,Miss,0,Baclini,Cherbourg,57.774899999999995,Miss_Child,2.25,4.814575
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,76.7292,D33,C,Mr,D,2,Small,1,PC,Middle,Middle-Class Passenger,3,Adult,Mr,0,Harper,Cherbourg,76.7292,Mr_Adult,48.0,25.576400000000003
647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Cor,Southampton,23.6874,Mr_Teen,57.0,7.8958
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C,Mr,A,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Simonius-Blumer,Cherbourg,35.5,Mr_Adult,56.0,35.5
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,Mr,Unknown,1,Solo,0,S.O./P.P.,Low,Migrant,1,Unknown,Mr,1,Willey,Southampton,22.65,Mr_Unknown,,7.55
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,,S,Miss,Unknown,1,Solo,0,CA.,Low,Migrant,1,Adult,Miss,1,Stanley,Southampton,22.65,Miss_Adult,69.0,7.55
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Mitkoff,Southampton,23.6874,Mr_Unknown,,7.8958
652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,,S,Miss,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Miss,0,Doling,Southampton,46.0,Miss_Teen,36.0,11.5
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475,8.4333,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Kalvik,Southampton,25.299899999999997,Mr_Adult,63.0,8.4333
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,O'Leary,Queenstown,23.4876,Miss_Unknown,,7.8292
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Hegarty,Queenstown,20.25,Miss_Teen,54.0,6.75
656,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,,S,Mr,Unknown,3,Small,1,S.O.C.,Middle,Middle-Class Passenger,5,Adult,Mr,0,Hickman,Southampton,147.0,Mr_Adult,48.0,14.7
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Radeff,Southampton,23.6874,Mr_Unknown,,7.8958
658,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,,Q,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Bourke,Queenstown,46.5,Mrs_Adult,96.0,7.75
659,0,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Eitemiller,Southampton,26.0,Mr_Adult,46.0,13.0
660,0,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273,113.275,D48,C,Mr,D,3,Small,1,None,Wealthy,Wealthy Passenger,3,Adult,Mr,0,Newell,Cherbourg,113.275,Mr_Adult,58.0,37.75833333333333
661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,,S,Mrs,Unknown,3,Small,1,PC,Wealthy,Wealthy Passenger,2,Adult,Mrs,0,Frauenthal,Southampton,133.65,Mrs_Adult,50.0,66.825
662,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Badt,Cherbourg,21.674999999999997,Mr_Adult,120.0,7.225
663,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,S,Mr,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Colley,Southampton,25.5875,Mr_Adult,47.0,25.5875
664,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Coleff,Southampton,22.4874,Mr_Adult,108.0,7.4958
665,1,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,,S,Mr,Unknown,2,Small,1,STON/O,Low,Migrant,1,Adult,Mr,0,Lindqvist,Southampton,23.775,Mr_Adult,60.0,7.925
666,0,2,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879,73.5,,S,Mr,Unknown,3,Small,1,S.O.C.,Middle,Middle-Class Passenger,5,Adult,Mr,0,Hickman,Southampton,147.0,Mr_Adult,64.0,14.7
667,0,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Butler,Southampton,26.0,Mr_Adult,50.0,13.0
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Rommetvedt,Southampton,23.325000000000003,Mr_Unknown,,7.775
669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Adult,Mr,1,Cook,Southampton,24.150000000000002,Mr_Adult,129.0,8.05
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52.0,C126,S,Mrs,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Unknown,Mrs,0,Taylor,Southampton,52.0,Mrs_Unknown,,26.0
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Brown,Southampton,78.0,Mrs_Adult,80.0,19.5
672,0,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,52.0,B71,S,Mr,B,2,Small,1,F.C.,Middle,Middle-Class Passenger,1,Adult,Mr,0,Davidson,Southampton,52.0,Mr_Adult,31.0,52.0
673,0,2,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,10.5,,S,Mr,Unknown,1,Solo,0,C.A.,Middle,Middle-Class Passenger,1,Senior,Mr,1,Mitchell,Southampton,21.0,Mr_Senior,140.0,10.5
674,1,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Wilhelms,Southampton,26.0,Mr_Adult,62.0,13.0
675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,1,Unknown,Mr,1,Watson,Southampton,0.0,Mr_Unknown,,0.0
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Edvardsson,Southampton,23.325000000000003,Mr_Teen,54.0,7.775
